 2007/06/29	  15.050	  19.330	  15.050	  17.790	        9493533	           	           	           	           	9493533.000	           	           	      0.000	      0.000	      0.000	
 2007/07/06	  17.580	  17.980	  15.930	  17.150	        2253700	           	           	           	           	2253700.000	           	           	     -0.051	     -0.010	     -0.082	
 2007/07/13	  17.030	  17.780	  16.110	  16.420	        1138846	           	           	           	           	1138846.000	           	           	     -0.149	     -0.038	     -0.222	
 2007/07/20	  16.420	  18.280	  16.280	  17.870	        1241635	           	           	           	           	1241635.000	           	           	     -0.108	     -0.052	     -0.112	
 2007/07/25	  17.950	  21.590	  17.950	  21.230	        1773044	     18.092	           	           	           	1773044.000	3180151.500	           	      0.193	     -0.003	      0.393	
 2007/09/07	  23.400	  31.310	  23.400	  31.310	          11969	     20.796	           	           	           	  11969.000	1283838.750	           	      1.231	      0.244	      1.975	
 2007/09/14	  34.490	  41.480	  34.490	  37.710	        2865855	     24.908	           	           	           	2865855.000	1406269.750	           	      2.541	      0.703	      3.675	
 2007/09/21	  37.230	  45.700	  36.730	  39.830	        1823548	     29.590	           	           	           	1823548.000	1543210.250	           	      3.707	      1.304	      4.806	
 2007/09/28	  40.140	  44.590	  38.520	  44.590	        1766697	     34.934	           	           	           	1766697.000	1648222.750	           	      4.959	      2.035	      5.847	
 2007/10/12	  47.520	  58.080	  46.860	  54.860	        2528251	     41.660	     29.876	           	           	2528251.000	1799264.000	2489707.750	      6.702	      2.968	      7.466	
 2007/10/19	  55.080	  59.880	  52.090	  59.880	        1626768	     47.374	     34.085	           	           	1626768.000	2122223.750	1703031.250	      8.391	      4.053	      8.677	
 2007/10/26	  59.710	  67.930	  56.530	  56.790	        1777938	     51.190	     38.049	           	           	1777937.875	1904640.375	1655455.125	      9.373	      5.117	      8.512	
 2007/11/02	  55.110	  59.930	  50.070	  50.640	        1543628	     53.352	     41.471	           	           	1543628.000	1848656.375	1695933.250	      9.545	      6.003	      7.085	
 2007/11/09	  49.920	  52.730	  45.530	  46.880	        1539842	     53.810	     44.372	           	           	1539841.875	1803285.250	1725754.000	      9.271	      6.656	      5.229	
 2007/11/16	  44.530	  48.730	  42.150	  45.750	        1548189	     51.988	     46.824	           	           	1548189.000	1607272.750	1703268.375	      8.860	      7.097	      3.526	
 2007/11/23	  45.730	  47.860	  40.510	  41.510	        1245373	     48.314	     47.844	           	           	1245373.000	1530994.000	1826608.875	      8.099	      7.297	      1.604	
 2007/11/30	  43.080	  44.470	  39.430	  40.990	        1508417	     45.154	     48.172	           	           	1508417.000	1477089.625	1690865.000	      7.369	      7.312	      0.115	
